tstp,house1,house2,house3,house4,house5,house6,house7,house8,house9,house10,house11,consumo_agregado
2011-11-23 13:30:00,0.11,0.075,0.055,0.938,0.201,0.049,0.01,0.25,0.176,0.151,0.458,2.473
2011-11-23 14:00:00,0.244,0.064,0.144,1.65,0.185,0.048,0.0,0.163,0.092,0.059,0.534,3.183
2011-11-23 14:30:00,0.241,0.318,0.106,0.752,0.248,0.048,0.0,0.177,0.093,0.088,0.353,2.4239999999999995
2011-11-23 15:00:00,0.287,0.185,0.116,0.713,0.486,0.049,0.0,0.162,0.158,0.086,0.242,2.484
2011-11-23 15:30:00,0.296,0.121,0.139,0.261,0.281,0.048,0.0,0.162,0.142,0.116,0.324,1.89
2011-11-23 16:00:00,0.253,0.141,0.07,0.297,0.258,0.048,0.0,0.171,0.066,0.148,0.172,1.6239999999999999
2011-11-23 16:30:00,0.234,0.222,0.104,0.865,0.221,0.047,0.099,0.359,0.08,0.137,0.204,2.572
2011-11-23 17:00:00,0.234,0.226,0.329,0.76,0.272,0.048,0.078,0.381,0.062,0.137,0.218,2.7449999999999997
2011-11-23 17:30:00,0.246,0.207,0.228,0.603,0.352,0.047,0.062,0.441,0.063,0.18,0.16,2.5890000000000004
2011-11-23 18:00:00,0.303,0.183,0.253,0.635,0.289,0.048,0.124,0.436,0.084,0.163,0.435,2.953
2011-11-23 18:30:00,0.401,0.226,0.232,0.626,0.248,0.048,0.125,0.397,0.044,0.157,0.5,3.004
2011-11-23 19:00:00,0.534,0.24,0.165,0.64,0.928,0.048,0.124,0.341,0.055,0.172,0.432,3.6790000000000007
2011-11-23 19:30:00,0.687,0.207,0.45,0.831,0.688,0.047,0.123,0.362,0.066,0.178,0.449,4.087999999999999
2011-11-23 20:00:00,0.547,0.754,0.336,1.499,0.367,0.048,0.13,0.288,0.045,0.16,0.544,4.718
2011-11-23 20:30:00,0.587,1.1440001,0.18,1.446,0.296,0.047,0.198,0.414,0.05,0.157,0.378,4.8970001
2011-11-23 21:00:00,0.798,1.1619999,0.139,0.54,0.344,0.048,0.127,0.512,0.053,0.146,0.28,4.1489999
2011-11-23 21:30:00,0.961,0.853,0.116,0.456,0.257,0.048,0.122,0.357,0.066,0.189,0.365,3.79
2011-11-23 22:00:00,0.75,0.776,0.755,0.515,0.343,0.048,0.122,0.249,0.034,0.181,0.322,4.095
2011-11-23 22:30:00,0.768,0.17,0.338,0.457,0.145,0.047,0.127,0.223,0.066,0.104,0.28,2.7250000000000005
2011-11-23 23:00:00,0.345,0.198,0.798,0.421,0.144,0.048,0.127,0.261,0.195,0.052,0.361,2.95
2011-11-23 23:30:00,0.301,0.275,0.406,0.452,0.094,0.048,0.1,0.246,0.248,0.025,0.397,2.5919999999999996
2011-11-24 00:00:00,0.256,0.158,0.343,0.408,0.113,0.048,0.068,0.26,0.271,0.027,0.388,2.34
2011-11-24 00:30:00,0.171,0.204,0.309,2.1589999,0.206,0.048,0.067,0.222,0.176,0.026,0.428,4.015999900000001
2011-11-24 01:00:00,0.176,0.158,0.101,1.952,0.104,0.049,0.067,0.21,0.118,0.027,0.323,3.285
2011-11-24 01:30:00,0.218,0.149,0.096,1.714,0.094,0.048,0.067,0.404,0.115,0.026,0.334,3.265
2011-11-24 02:00:00,0.205,0.165,0.099,0.743,0.161,0.048,0.066,0.288,0.114,0.06,0.33,2.279
2011-11-24 02:30:00,0.215,0.135,0.072,0.277,0.109,0.049,0.067,0.372,0.111,0.05,0.175,1.6320000000000001
2011-11-24 03:00:00,0.227,0.137,0.056,0.315,0.092,0.048,0.066,0.414,0.055,0.026,0.186,1.6219999999999999
2011-11-24 03:30:00,0.23,0.094,0.085,0.459,0.112,0.048,0.066,0.163,0.048,0.026,0.253,1.584
2011-11-24 04:00:00,0.23,0.066,0.099,0.47,0.16,0.049,0.066,0.122,0.076,0.026,0.169,1.5330000000000001
2011-11-24 04:30:00,0.258,0.085,0.094,0.271,0.122,0.047,0.065,0.134,0.051,0.027,0.164,1.3179999999999998
2011-11-24 05:00:00,0.24,0.083,0.05,0.232,0.099,0.048,0.066,0.13,0.058,0.04,0.247,1.2930000000000001
2011-11-24 05:30:00,0.169,0.061,0.043,0.31,0.161,0.048,0.065,0.126,0.073,0.106,0.193,1.3550000000000002
2011-11-24 06:00:00,0.293,0.109,0.102,0.304,0.136,0.048,0.066,0.121,0.034,0.086,0.156,1.4549999999999998
2011-11-24 06:30:00,0.408,0.153,0.151,0.301,0.121,0.047,0.065,0.129,0.05,0.057,0.227,1.709
2011-11-24 07:00:00,0.145,0.135,0.427,0.329,0.282,0.048,0.065,0.127,0.219,0.06,0.216,2.0530000000000004
2011-11-24 07:30:00,0.258,0.129,0.112,0.283,0.458,0.048,0.065,0.127,0.442,0.196,0.154,2.272
2011-11-24 08:00:00,0.264,0.065,0.122,0.301,0.226,0.048,0.169,0.119,0.241,0.072,0.271,1.8980000000000001
2011-11-24 08:30:00,0.286,0.076,0.097,0.369,0.241,0.048,0.066,0.124,0.033,0.084,0.267,1.6909999999999998
2011-11-24 09:00:00,0.17,0.081,0.167,0.217,0.249,0.048,0.073,0.125,0.071,0.058,0.176,1.4349999999999998
2011-11-24 09:30:00,0.142,0.079,0.148,0.481,0.247,0.048,0.066,0.411,0.061,0.08,0.217,1.98
2011-11-24 10:00:00,0.142,0.106,0.109,0.27,0.557,0.047,0.066,0.373,0.036,0.17,0.376,2.2520000000000002
2011-11-24 10:30:00,0.154,0.187,0.036,0.685,0.315,0.048,0.112,0.167,0.073,0.101,0.317,2.1950000000000003
2011-11-24 11:00:00,0.15,0.19,0.054,0.474,0.225,0.049,0.066,0.174,0.137,0.066,0.314,1.8990000000000002
2011-11-24 11:30:00,0.089,0.066,0.096,0.339,0.21,0.048,0.065,0.163,0.053,0.027,0.389,1.545
2011-11-24 12:00:00,0.208,0.092,0.103,0.855,0.268,0.049,0.066,0.185,0.059,0.023,0.372,2.28
2011-11-24 12:30:00,0.084,0.068,0.101,0.237,0.225,0.049,0.065,0.149,0.054,0.025,0.281,1.338
2011-11-24 13:00:00,0.135,0.055,0.056,0.745,0.366,0.048,0.066,0.291,0.085,0.024,0.396,2.267
2011-11-24 13:30:00,0.103,0.092,0.057,0.793,0.247,0.049,0.065,0.25,0.103,0.172,0.201,2.132
2011-11-24 14:00:00,0.117,0.06,0.099,0.331,0.189,0.049,0.065,0.26,0.043,0.086,0.127,1.426
2011-11-24 14:30:00,0.12,0.053,0.193,0.405,0.176,0.048,0.065,0.197,0.049,0.057,0.243,1.6059999999999999
2011-11-24 15:00:00,0.173,0.094,0.564,0.49,0.234,0.048,0.066,0.203,0.067,0.055,0.769,2.763
2011-11-24 15:30:00,0.111,0.176,0.369,0.551,0.203,0.048,0.065,0.26,0.062,0.087,0.34,2.2720000000000002
2011-11-24 16:00:00,0.083,0.211,0.103,0.477,0.176,0.048,0.176,0.155,0.059,0.13,0.277,1.895
2011-11-24 16:30:00,0.159,0.234,0.128,0.98,0.22,0.048,0.174,0.212,0.063,0.135,0.301,2.654000000000001
2011-11-24 17:00:00,0.163,0.188,0.179,0.871,0.272,0.048,0.121,0.279,0.04,0.279,0.556,2.996
2011-11-24 17:30:00,0.334,0.4,0.224,0.467,0.384,0.047,0.124,0.397,0.058,0.181,0.458,3.074
2011-11-24 18:00:00,0.264,0.285,0.219,0.816,0.376,0.048,0.124,0.37,0.398,0.183,0.389,3.4719999999999995
2011-11-24 18:30:00,1.005,0.24,0.611,0.645,0.445,0.047,0.127,0.468,0.265,0.189,0.323,4.365
2011-11-24 19:00:00,0.703,0.222,0.42,0.718,0.437,0.048,0.122,0.507,0.269,0.164,0.292,3.9019999999999997
2011-11-24 19:30:00,0.955,0.376,0.328,0.567,0.517,0.048,0.125,0.493,0.495,0.156,0.324,4.3839999999999995
2011-11-24 20:00:00,0.73,1.069,0.217,0.668,0.625,0.047,0.167,0.475,0.469,0.153,0.261,4.881
2011-11-24 20:30:00,0.56,0.35,0.197,0.615,0.43,0.048,0.156,0.308,0.444,0.152,0.23,3.4899999999999998
2011-11-24 21:00:00,0.625,0.671,0.168,1.0190001,0.485,0.048,0.122,0.437,0.39,0.268,0.316,4.5490001
2011-11-24 21:30:00,0.786,0.434,0.251,0.58,0.36,0.047,0.119,0.515,0.293,0.182,0.29,3.857
2011-11-24 22:00:00,0.542,0.711,0.132,1.056,0.289,0.048,0.121,0.45,0.358,0.183,0.258,4.148
2011-11-24 22:30:00,0.757,0.198,0.216,0.878,0.121,0.048,0.13,0.256,0.171,0.129,0.349,3.253
2011-11-24 23:00:00,0.442,0.228,0.188,0.686,0.151,0.047,0.092,0.348,0.299,0.045,0.34,2.8659999999999997
2011-11-24 23:30:00,0.226,0.228,0.203,0.609,0.139,0.048,0.068,0.219,0.18,0.038,0.295,2.253
2011-11-25 00:00:00,0.26,0.203,0.099,0.514,0.162,0.048,0.067,0.267,0.11,0.026,0.486,2.242
2011-11-25 00:30:00,0.251,0.223,0.046,2.085,0.486,0.049,0.067,0.278,0.048,0.036,0.36,3.9289999999999994
2011-11-25 01:00:00,0.218,0.222,0.098,2.2130001,0.291,0.048,0.067,0.201,0.058,0.058,0.278,3.7520000999999996
2011-11-25 01:30:00,0.261,0.193,0.097,2.1819999,0.151,0.048,0.067,0.551,0.068,0.055,0.465,4.1379999000000005
2011-11-25 02:00:00,0.266,0.232,0.092,2.2409999,0.161,0.048,0.066,0.384,0.053,0.026,0.38,3.9489998999999996
2011-11-25 02:30:00,0.279,0.219,0.038,2.2060001,0.217,0.049,0.066,0.188,0.074,0.025,0.233,3.5940000999999993
2011-11-25 03:00:00,0.23,0.161,0.059,2.2490001,0.165,0.048,0.067,0.126,0.088,0.025,0.239,3.4570001
2011-11-25 03:30:00,0.192,0.162,0.113,2.1489999,0.15,0.048,0.066,0.118,0.133,0.025,0.178,3.3339999000000002
2011-11-25 04:00:00,0.183,0.143,0.104,1.143,0.204,0.048,0.065,0.126,0.069,0.024,0.179,2.288
2011-11-25 04:30:00,0.177,0.135,0.092,0.57,0.168,0.048,0.066,0.148,0.057,0.044,0.252,1.757
2011-11-25 05:00:00,0.197,0.175,0.047,0.552,0.134,0.048,0.066,0.133,0.083,0.056,0.181,1.6720000000000002
2011-11-25 05:30:00,0.179,0.097,0.034,0.569,0.166,0.048,0.066,0.125,0.041,0.091,0.185,1.601
2011-11-25 06:00:00,0.448,0.09,0.078,0.53,0.197,0.048,0.065,0.121,0.095,0.158,0.23,2.06
2011-11-25 06:30:00,0.271,0.164,0.159,0.591,0.17,0.048,0.066,0.126,0.047,0.059,0.251,1.952
2011-11-25 07:00:00,0.22,0.133,0.21,0.497,0.186,0.047,0.065,0.126,0.258,0.055,0.198,1.9949999999999999
2011-11-25 07:30:00,0.303,0.096,0.426,0.525,0.264,0.048,0.066,0.117,0.184,0.039,0.157,2.2250000000000005
2011-11-25 08:00:00,0.318,0.077,0.155,0.564,0.196,0.049,0.159,0.121,0.249,0.119,0.228,2.235
2011-11-25 08:30:00,0.194,0.088,0.144,0.233,0.187,0.047,0.066,0.125,0.306,0.093,0.256,1.739
2011-11-25 09:00:00,0.189,0.068,0.105,0.77,0.244,0.048,0.067,0.14,0.225,0.085,0.178,2.119
2011-11-25 09:30:00,0.224,0.089,0.088,0.255,0.247,0.067,0.073,0.248,0.211,0.066,0.304,1.872
2011-11-25 10:00:00,0.283,0.066,0.084,0.236,0.236,0.048,0.067,0.35,0.202,0.058,0.243,1.8730000000000002
2011-11-25 10:30:00,0.221,0.064,0.054,0.264,0.285,0.048,0.066,0.169,0.114,0.053,0.29,1.628
2011-11-25 11:00:00,0.209,0.096,0.056,0.262,0.244,0.049,0.12,0.169,0.075,0.042,0.254,1.576
2011-11-25 11:30:00,0.138,0.061,0.093,0.17,0.217,0.048,0.067,0.157,0.187,0.17,0.412,1.72
2011-11-25 12:00:00,0.096,0.205,0.089,0.401,0.2,0.048,0.067,0.151,0.056,0.071,0.254,1.638
2011-11-25 12:30:00,0.095,0.107,0.074,0.311,0.247,0.048,0.067,0.177,0.175,0.043,0.085,1.4289999999999998
2011-11-25 13:00:00,0.109,0.152,0.025,0.127,1.02,0.048,0.066,0.131,0.159,0.218,0.147,2.202
2011-11-25 13:30:00,0.088,0.138,0.051,0.17,0.318,0.049,0.066,0.13,0.176,0.055,0.384,1.625
2011-11-25 14:00:00,0.101,0.178,0.12,0.131,0.253,0.048,0.066,0.119,0.053,0.086,0.622,1.7770000000000001
2011-11-25 14:30:00,0.101,0.126,0.106,0.163,0.315,0.048,0.065,0.123,0.068,0.087,0.475,1.677
2011-11-25 15:00:00,0.133,0.117,0.072,0.197,0.327,0.048,0.066,0.234,0.069,0.074,0.4,1.737
2011-11-25 15:30:00,0.138,0.065,0.026,0.206,0.205,0.048,0.066,0.154,0.056,0.093,0.649,1.706
2011-11-25 16:00:00,0.08,0.091,0.03,0.301,0.174,0.048,0.169,0.146,0.069,0.069,0.519,1.6959999999999997
2011-11-25 16:30:00,0.113,0.256,0.145,0.309,0.224,0.048,0.168,0.167,0.057,0.112,0.392,1.991
2011-11-25 17:00:00,0.272,0.242,0.161,0.34,0.21,0.048,0.125,0.264,0.07,0.204,0.453,2.3890000000000002
2011-11-25 17:30:00,0.261,0.209,0.145,0.272,0.203,0.048,0.123,0.223,0.06,0.188,0.358,2.09
2011-11-25 18:00:00,0.235,0.168,0.087,0.291,0.256,0.048,0.127,0.261,0.046,0.253,0.242,2.014
2011-11-25 18:30:00,0.343,0.791,0.176,0.274,0.269,0.048,0.125,0.42,0.067,0.154,0.283,2.9499999999999997
2011-11-25 19:00:00,0.561,0.758,0.794,0.292,0.237,0.048,0.123,0.346,0.055,0.184,0.295,3.6930000000000005
2011-11-25 19:30:00,0.641,1.092,0.271,0.323,0.355,0.048,0.124,0.336,0.116,0.184,0.243,3.733
2011-11-25 20:00:00,0.559,1.102,0.227,0.248,0.299,0.047,0.192,0.331,0.199,0.184,0.26,3.6479999999999997
2011-11-25 20:30:00,0.449,1.017,0.226,0.304,0.276,0.048,0.128,0.428,0.176,0.159,0.319,3.5300000000000002
2011-11-25 21:00:00,0.899,0.352,0.68,0.405,0.502,0.048,0.126,0.551,0.218,0.16,0.336,4.277
2011-11-25 21:30:00,0.74,0.673,0.521,0.256,0.692,0.047,0.12,0.289,0.241,0.182,0.299,4.0600000000000005
2011-11-25 22:00:00,0.507,0.406,0.708,0.287,0.43,0.048,0.119,0.305,0.243,0.243,0.383,3.6789999999999994
2011-11-25 22:30:00,0.856,0.717,0.277,0.325,0.476,0.048,0.12,0.269,0.361,0.176,0.301,3.926
2011-11-25 23:00:00,0.288,0.314,0.185,0.26,0.69,0.048,0.13,0.26,0.223,0.089,0.319,2.8059999999999996
2011-11-25 23:30:00,0.313,0.152,0.131,0.308,0.414,0.048,0.082,0.288,0.137,0.027,0.383,2.2829999999999995
2011-11-26 00:00:00,0.26,0.189,0.152,0.331,0.349,0.049,0.068,0.479,0.139,0.027,0.46,2.503
2011-11-26 00:30:00,0.259,0.194,0.125,2.2079999,0.155,0.048,0.067,0.375,0.075,0.026,0.507,4.038999899999999
2011-11-26 01:00:00,0.315,0.181,0.114,1.939,0.206,0.048,0.067,0.316,0.05,0.059,0.441,3.7359999999999998
2011-11-26 01:30:00,0.171,0.217,0.065,1.8660001,0.187,0.048,0.066,0.283,0.071,0.056,0.409,3.4390001
2011-11-26 02:00:00,0.137,0.198,0.052,1.995,0.137,0.049,0.067,0.348,0.066,0.049,0.489,3.5869999999999997
2011-11-26 02:30:00,0.145,0.161,0.084,1.807,0.193,0.048,0.066,0.557,0.035,0.025,0.452,3.573
2011-11-26 03:00:00,0.14,0.194,0.094,1.2539999,0.285,0.048,0.066,0.185,0.087,0.027,0.313,2.6929999000000007
2011-11-26 03:30:00,0.151,0.153,0.114,0.187,0.217,0.048,0.065,0.137,0.037,0.025,0.207,1.341
2011-11-26 04:00:00,0.142,0.157,0.065,0.221,0.229,0.048,0.066,0.127,0.044,0.027,0.199,1.325
2011-11-26 04:30:00,0.18,0.194,0.056,0.893,0.226,0.048,0.065,0.138,0.076,0.025,0.158,2.059
2011-11-26 05:00:00,0.14,0.113,0.1,0.289,0.16,0.048,0.066,0.286,0.052,0.043,0.244,1.541
2011-11-26 05:30:00,0.13,0.069,0.117,0.4,0.192,0.048,0.065,0.139,0.059,0.105,0.165,1.4889999999999999
2011-11-26 06:00:00,0.145,0.117,0.113,0.404,0.431,0.047,0.065,0.135,0.069,0.076,0.181,1.783
2011-11-26 06:30:00,0.13,0.139,0.094,0.481,0.182,0.048,0.065,0.128,0.054,0.046,0.225,1.592
2011-11-26 07:00:00,0.147,0.149,0.103,0.482,0.219,0.048,0.065,0.139,0.189,0.048,0.158,1.747
2011-11-26 07:30:00,0.453,0.161,0.113,0.481,0.288,0.048,0.065,0.134,0.135,0.173,0.216,2.267
2011-11-26 08:00:00,0.222,0.115,0.139,0.592,0.369,0.047,0.165,0.124,0.311,0.062,0.244,2.3899999999999997
2011-11-26 08:30:00,0.142,0.086,0.233,0.571,0.406,0.048,0.065,0.132,0.128,0.099,0.29,2.1999999999999997
2011-11-26 09:00:00,0.137,0.089,0.06,0.491,0.334,0.048,0.07,0.134,0.177,0.105,0.352,1.9969999999999999
2011-11-26 09:30:00,0.129,0.054,0.065,0.56,0.457,0.047,0.067,0.132,0.098,0.084,0.278,1.9710000000000003
2011-11-26 10:00:00,0.093,0.093,0.229,0.411,0.363,0.048,0.065,0.131,0.1,0.074,0.241,1.8480000000000003
2011-11-26 10:30:00,0.449,0.08,0.419,0.437,0.254,0.048,0.118,0.191,0.054,0.066,0.257,2.3729999999999998
2011-11-26 11:00:00,0.907,0.061,0.09,0.255,0.541,0.048,0.076,0.382,0.052,0.179,0.402,2.9930000000000003
2011-11-26 11:30:00,0.315,0.096,0.044,0.23,0.295,0.047,0.07,0.238,0.057,0.087,0.408,1.8869999999999998
2011-11-26 12:00:00,0.189,0.06,0.048,0.409,0.319,0.048,0.07,0.133,0.066,0.09,0.383,1.8150000000000002
2011-11-26 12:30:00,0.123,0.206,0.099,0.283,0.564,0.047,0.07,0.121,0.058,0.076,0.051,1.698
2011-11-26 13:00:00,0.316,0.116,0.117,0.225,0.394,0.048,0.07,0.144,0.067,0.074,0.077,1.6480000000000001
2011-11-26 13:30:00,0.227,0.112,0.115,0.226,0.343,0.048,0.07,0.144,0.096,0.071,0.147,1.5990000000000002
2011-11-26 14:00:00,0.599,0.095,0.186,0.527,0.238,0.048,0.07,0.138,0.122,0.101,0.085,2.209
2011-11-26 14:30:00,0.391,0.114,0.179,0.85,0.293,0.047,0.07,0.163,0.063,0.157,0.052,2.379
2011-11-26 15:00:00,0.586,0.292,0.125,1.188,0.417,0.048,0.07,0.222,0.075,0.088,0.133,3.244
2011-11-26 15:30:00,0.394,0.2,0.164,0.966,0.216,0.048,0.07,0.362,0.078,0.083,0.065,2.646
2011-11-26 16:00:00,0.169,0.223,0.156,0.731,0.215,0.048,0.07,0.173,0.054,0.057,0.072,1.968
2011-11-26 16:30:00,0.116,0.231,0.182,0.561,0.263,0.047,0.069,0.328,0.224,0.147,0.145,2.313
2011-11-26 17:00:00,0.214,0.226,0.149,0.731,0.172,0.048,0.218,0.601,0.857,0.172,0.078,3.466
2011-11-26 17:30:00,0.222,0.259,0.206,1.485,0.256,0.047,0.128,0.539,0.665,0.224,0.051,4.082000000000001
2011-11-26 18:00:00,0.28,0.232,0.356,0.98,0.449,0.048,0.128,0.441,0.29,0.189,0.492,3.885
2011-11-26 18:30:00,0.459,0.309,0.291,0.814,0.469,0.048,0.128,0.344,0.221,0.156,0.244,3.4830000000000005
2011-11-26 19:00:00,0.882,0.289,0.315,0.336,0.354,0.047,0.126,0.322,0.225,0.157,0.154,3.2070000000000003
2011-11-26 19:30:00,0.45,0.314,0.402,0.21,0.326,0.048,0.126,0.355,0.285,0.153,0.184,2.853
2011-11-26 20:00:00,0.553,0.249,0.497,0.178,0.335,0.047,0.123,0.412,0.244,0.166,0.22,3.024
2011-11-26 20:30:00,0.452,0.954,0.14,0.232,0.292,0.048,0.194,0.352,0.224,0.188,0.158,3.2340000000000004
2011-11-26 21:00:00,0.557,0.494,0.221,0.202,0.228,0.048,0.125,0.346,0.241,0.176,0.211,2.849
2011-11-26 21:30:00,0.575,0.215,0.23,0.717,0.228,0.048,0.123,0.263,0.195,0.148,0.243,2.985
2011-11-26 22:00:00,0.54,0.19,0.724,0.646,0.435,0.048,0.122,0.308,0.197,0.159,0.157,3.526
2011-11-26 22:30:00,1.025,0.364,0.575,0.329,0.26,0.048,0.126,0.277,0.073,0.159,0.166,3.4019999999999992
2011-11-26 23:00:00,0.327,0.326,0.589,0.899,0.845,0.047,0.125,0.297,0.068,0.173,0.243,3.939
2011-11-26 23:30:00,0.995,0.276,0.168,0.874,0.648,0.048,0.094,0.287,0.061,0.178,0.158,3.7869999999999995
2011-11-27 00:00:00,0.33,0.279,0.209,0.589,0.146,0.048,0.069,0.275,0.05,0.155,0.192,2.342
2011-11-27 00:30:00,0.238,0.243,0.193,2.3469999,0.099,0.049,0.068,0.248,0.053,0.077,0.232,3.8469999
2011-11-27 01:00:00,0.228,0.28,0.116,2.4260001,0.157,0.048,0.068,0.357,0.07,0.045,0.194,3.9890000999999997
2011-11-27 01:30:00,0.182,0.254,0.071,2.346,0.112,0.049,0.068,0.439,0.088,0.026,0.353,3.9880000000000004
2011-11-27 02:00:00,0.179,0.242,0.03,2.3269999,0.087,0.048,0.068,0.236,0.122,0.026,0.431,3.7959998999999995
2011-11-27 02:30:00,0.179,0.291,0.05,1.814,0.127,0.048,0.067,0.376,0.058,0.025,0.366,3.401
2011-11-27 03:00:00,0.187,0.237,0.098,0.636,0.134,0.048,0.067,0.163,0.066,0.046,0.284,1.966
2011-11-27 03:30:00,0.174,0.18,0.096,0.521,0.088,0.049,0.067,0.131,0.079,0.055,0.321,1.761
2011-11-27 04:00:00,0.188,0.202,0.106,0.567,0.1,0.049,0.067,0.127,0.057,0.055,0.377,1.8949999999999998
2011-11-27 04:30:00,0.185,0.189,0.057,0.603,0.153,0.048,0.067,0.122,0.06,0.047,0.318,1.849
2011-11-27 05:00:00,0.225,0.189,0.054,1.2410001,0.078,0.048,0.066,0.129,0.071,0.026,0.279,2.4060001
2011-11-27 05:30:00,0.206,0.178,0.104,1.029,0.066,0.048,0.067,0.155,0.191,0.072,0.346,2.462
2011-11-27 06:00:00,0.174,0.206,0.094,0.561,0.096,0.048,0.066,0.144,0.053,0.043,0.35,1.835
2011-11-27 06:30:00,0.173,0.192,0.126,0.758,0.136,0.048,0.066,0.18,0.058,0.058,0.277,2.072
2011-11-27 07:00:00,0.186,0.191,0.075,0.226,0.082,0.048,0.066,0.463,0.155,0.192,0.31,1.994
2011-11-27 07:30:00,0.338,0.208,0.031,0.176,0.088,0.048,0.066,0.216,0.172,0.073,0.371,1.787
2011-11-27 08:00:00,0.187,0.173,0.085,0.221,0.147,0.048,0.169,0.188,0.183,0.088,0.3,1.7890000000000001
2011-11-27 08:30:00,0.229,0.183,0.24,0.233,0.197,0.048,0.067,0.129,0.277,0.068,0.265,1.9360000000000004
2011-11-27 09:00:00,0.306,0.19,0.166,0.226,0.249,0.048,0.068,0.124,0.46,0.141,0.259,2.237
2011-11-27 09:30:00,0.756,0.174,0.486,0.409,0.543,0.047,0.077,0.121,0.134,0.043,0.226,3.016
2011-11-27 10:00:00,0.256,0.193,0.101,0.174,0.381,0.048,0.067,0.13,0.091,0.041,0.304,1.786
2011-11-27 10:30:00,0.632,0.188,0.037,0.34,0.388,0.048,0.066,0.148,0.07,0.037,0.241,2.195
2011-11-27 11:00:00,0.235,0.191,0.101,0.122,0.33,0.047,0.065,0.226,0.056,0.051,0.088,1.5120000000000002
2011-11-27 11:30:00,0.148,0.173,0.093,0.213,0.27,0.048,0.067,0.483,0.069,0.072,0.052,1.6880000000000002
2011-11-27 12:00:00,0.237,0.353,0.11,0.201,0.437,0.047,0.139,0.363,0.068,0.07,0.144,2.169
2011-11-27 12:30:00,0.236,0.166,0.061,0.269,0.341,0.048,0.087,0.263,0.073,0.043,0.053,1.64
2011-11-27 13:00:00,0.16,0.314,0.052,0.168,0.777,0.048,0.069,0.162,0.094,0.035,0.09,1.969
2011-11-27 13:30:00,0.441,0.302,0.08,0.163,0.265,0.048,0.075,0.75,0.234,0.146,0.146,2.6499999999999995
2011-11-27 14:00:00,0.392,0.257,0.095,0.377,0.324,0.048,0.068,0.232,0.17,0.156,0.057,2.176
2011-11-27 14:30:00,0.313,0.194,0.349,1.8710001,0.683,0.049,0.068,0.135,0.174,0.085,0.22,4.1410001
2011-11-27 15:00:00,0.965,0.205,0.081,1.066,0.706,0.048,0.066,0.255,0.147,0.083,0.325,3.9470000000000005
2011-11-27 15:30:00,0.242,0.565,0.364,0.651,0.315,0.049,0.066,0.202,0.463,0.052,0.32,3.289
2011-11-27 16:00:00,0.946,0.199,0.456,0.797,0.248,0.047,0.144,0.264,0.913,0.182,0.276,4.472
2011-11-27 16:30:00,0.38,0.221,0.317,0.895,0.186,0.048,0.1,0.294,0.157,0.146,0.49,3.234
2011-11-27 17:00:00,0.397,0.191,0.316,1.01,0.233,0.048,0.165,0.369,0.203,0.152,0.391,3.475
2011-11-27 17:30:00,0.372,0.374,0.298,2.0550001,0.288,0.048,0.105,0.5,0.231,0.18,0.469,4.9200001
2011-11-27 18:00:00,0.383,0.722,0.458,0.33,0.229,0.048,0.106,0.365,0.249,0.175,0.387,3.452
2011-11-27 18:30:00,0.332,0.317,0.563,0.276,0.351,0.047,0.122,0.373,0.19,0.161,0.206,2.938
2011-11-27 19:00:00,0.38,0.29,0.489,0.318,0.466,0.047,0.124,0.353,0.255,0.146,0.153,3.0209999999999995
2011-11-27 19:30:00,0.362,1.143,0.662,0.279,0.37,0.048,0.122,0.434,0.213,0.16,0.207,4.0
2011-11-27 20:00:00,0.461,0.626,0.285,0.397,0.343,0.048,0.201,0.274,0.168,0.163,0.228,3.194
2011-11-27 20:30:00,0.343,0.231,0.343,0.256,0.589,0.047,0.122,0.309,0.204,0.169,0.155,2.7680000000000002
2011-11-27 21:00:00,0.507,0.221,0.123,0.22,0.341,0.048,0.123,0.334,0.182,0.276,0.187,2.562
2011-11-27 21:30:00,0.439,0.202,0.246,0.593,0.33,0.048,0.119,0.37,0.188,0.137,0.259,2.931
2011-11-27 22:00:00,0.361,0.217,0.187,0.58,0.355,0.047,0.117,0.282,0.172,0.108,0.182,2.608
2011-11-27 22:30:00,0.43,0.849,0.28,0.338,0.326,0.048,0.127,0.25,0.196,0.067,0.169,3.0800000000000005
2011-11-27 23:00:00,0.465,0.465,0.269,0.547,0.211,0.048,0.124,0.257,0.113,0.058,0.261,2.818
2011-11-27 23:30:00,0.395,0.737,0.118,0.442,0.221,0.048,0.097,0.264,0.112,0.041,0.217,2.692
2011-11-28 00:00:00,0.303,0.18,0.09,0.431,0.162,0.048,0.067,0.262,0.077,0.058,0.257,1.935
2011-11-28 00:30:00,0.259,0.087,0.105,2.22,0.106,0.048,0.067,0.356,0.039,0.052,0.359,3.6980000000000004
2011-11-28 01:00:00,0.22,0.118,0.096,2.063,0.154,0.048,0.067,0.436,0.072,0.026,0.355,3.6550000000000002
2011-11-28 01:30:00,0.216,0.089,0.067,2.013,0.152,0.048,0.066,0.379,0.066,0.027,0.279,3.402
2011-11-28 02:00:00,0.215,0.066,0.039,2.2130001,0.107,0.049,0.066,0.393,0.063,0.026,0.372,3.6090001
2011-11-28 02:30:00,0.221,0.092,0.074,2.1719999,0.122,0.049,0.065,0.518,0.055,0.027,0.53,3.9249999000000004
2011-11-28 03:00:00,0.229,0.084,0.119,2.1849999,0.159,0.048,0.066,0.346,0.047,0.025,0.416,3.7239999000000004
