tstp,house1,house2,house3,house4,house5,house6,house7,house8,house9,house10,house11,consumo_agregado
2012-10-16 21:30:00,0.501,0.213,0.323,0.282,0.207,0.048,0.077,0.261,0.094,0.044,0.144,2.194
2012-10-16 22:00:00,0.498,0.195,0.214,0.356,0.178,0.049,0.067,0.257,0.072,0.04,0.118,2.044
2012-10-16 22:30:00,0.673,0.207,0.185,0.365,0.193,0.049,0.016,0.258,0.051,0.131,0.177,2.305
2012-10-16 23:00:00,0.586,0.169,0.154,0.208,0.283,0.048,0.0,0.255,0.058,0.052,0.232,2.045
2012-10-16 23:30:00,0.268,0.197,0.106,0.217,0.173,0.049,0.013,0.226,0.056,0.047,0.237,1.589
2012-10-17 00:00:00,0.168,0.179,0.037,0.242,0.102,0.048,0.01,0.51,0.077,0.045,0.206,1.6239999999999997
2012-10-17 00:30:00,0.152,0.164,0.034,1.7819999,0.124,0.048,0.0,0.217,0.04,0.059,0.211,2.8309998999999997
2012-10-17 01:00:00,0.144,0.147,0.078,1.78,0.16,0.049,0.019,0.509,0.049,0.056,0.243,3.234
2012-10-17 01:30:00,0.182,0.065,0.12,1.785,0.123,0.049,0.004,0.349,0.092,0.056,0.243,3.0679999999999996
2012-10-17 02:00:00,0.189,0.095,0.122,1.784,0.094,0.049,0.0,0.266,0.037,0.032,0.238,2.906
2012-10-17 02:30:00,0.133,0.083,0.1,1.823,0.094,0.048,0.023,0.199,0.053,0.026,0.236,2.8179999999999996
2012-10-17 03:00:00,0.114,0.088,0.097,1.804,0.145,0.049,0.0,0.159,0.069,0.027,0.213,2.7650000000000006
2012-10-17 03:30:00,0.126,0.072,0.075,1.832,0.208,0.048,0.0,0.164,0.069,0.025,0.206,2.8249999999999997
2012-10-17 04:00:00,0.114,0.082,0.034,0.162,0.146,0.049,0.023,0.136,0.036,0.026,0.208,1.016
2012-10-17 04:30:00,0.128,0.116,0.058,0.209,0.162,0.048,0.0,0.131,0.079,0.026,0.203,1.1600000000000001
2012-10-17 05:00:00,0.165,0.135,0.124,0.184,0.153,0.048,0.009,0.129,0.128,0.025,0.204,1.304
2012-10-17 05:30:00,0.196,0.152,0.138,0.199,0.094,0.048,0.014,0.133,0.21,0.098,0.222,1.5040000000000002
2012-10-17 06:00:00,0.295,0.154,0.481,0.237,0.185,0.048,0.0,0.134,0.141,0.088,0.724,2.487
2012-10-17 06:30:00,0.256,0.136,0.167,0.414,0.175,0.049,0.018,0.127,0.186,0.168,0.431,2.127
2012-10-17 07:00:00,0.329,0.106,0.165,0.872,0.261,0.048,0.103,0.125,0.102,0.087,0.149,2.347
2012-10-17 07:30:00,0.327,0.077,0.18,0.173,0.209,0.049,0.014,0.127,0.088,0.062,0.113,1.4190000000000003
2012-10-17 08:00:00,0.831,0.077,0.318,0.315,0.285,0.049,0.019,0.15,0.083,0.064,0.06,2.251
2012-10-17 08:30:00,0.388,0.122,0.075,0.44,0.106,0.048,0.07,0.133,0.043,0.038,0.061,1.5239999999999998
2012-10-17 09:00:00,0.861,0.066,0.127,0.191,0.319,0.049,0.027,0.129,0.051,0.06,0.061,1.941
2012-10-17 09:30:00,0.217,0.096,0.123,0.482,0.162,0.048,0.0,0.652,0.081,0.105,0.059,2.025
2012-10-17 10:00:00,0.216,0.075,0.773,0.443,0.11,0.048,0.021,0.807,0.08,0.086,0.078,2.7369999999999997
2012-10-17 10:30:00,0.158,0.081,0.215,0.426,0.099,0.049,0.0,0.986,0.143,0.071,0.15,2.3779999999999997
2012-10-17 11:00:00,0.306,0.089,1.128,0.286,0.137,0.048,0.021,0.262,0.067,0.041,0.151,2.536
2012-10-17 11:30:00,0.194,0.075,0.265,0.411,0.283,0.049,0.001,0.154,0.063,0.023,0.147,1.6649999999999998
2012-10-17 12:00:00,0.237,0.081,0.426,0.255,1.151,0.048,0.013,0.13,0.072,0.026,0.146,2.585
2012-10-17 12:30:00,0.114,0.079,0.098,0.443,0.756,0.049,0.009,0.133,0.052,0.04,0.145,1.9180000000000001
2012-10-17 13:00:00,0.117,0.094,0.142,0.385,0.097,0.048,0.0,0.129,0.101,0.09,0.148,1.351
2012-10-17 13:30:00,0.259,0.063,0.154,0.515,0.144,0.049,0.022,0.134,0.025,0.085,0.146,1.5959999999999999
2012-10-17 14:00:00,0.227,0.084,0.132,0.205,0.144,0.049,0.0,0.129,0.098,0.072,0.145,1.2850000000000001
2012-10-17 14:30:00,0.163,0.092,0.209,0.205,0.152,0.048,0.021,0.126,0.064,0.149,0.112,1.3410000000000002
2012-10-17 15:00:00,0.209,0.06,0.376,0.167,0.32,0.049,0.001,0.125,0.061,0.049,0.131,1.5479999999999998
2012-10-17 15:30:00,0.27,0.091,0.093,0.407,0.23,0.048,0.007,0.384,0.661,0.052,0.156,2.399
2012-10-17 16:00:00,0.268,0.067,0.09,0.564,0.223,0.048,0.103,0.14,0.503,0.078,0.15,2.2339999999999995
2012-10-17 16:30:00,0.316,0.074,0.292,0.344,0.206,0.048,0.089,0.532,0.492,0.087,0.148,2.628
2012-10-17 17:00:00,0.294,0.086,0.238,0.572,0.356,0.028,0.071,0.545,0.134,0.14,0.146,2.61
2012-10-17 17:30:00,0.334,0.073,0.229,0.359,0.339,0.048,0.067,0.329,0.139,0.198,0.216,2.3310000000000004
2012-10-17 18:00:00,0.514,0.085,0.249,0.364,0.407,0.048,0.08,0.449,0.216,0.133,0.273,2.818
2012-10-17 18:30:00,0.811,0.311,0.69,0.537,0.381,0.047,0.064,0.392,0.137,0.134,0.487,3.991
2012-10-17 19:00:00,0.599,0.954,0.315,0.628,0.377,0.048,0.153,0.427,0.134,0.152,0.269,4.056
2012-10-17 19:30:00,1.253,0.394,0.269,0.812,0.567,0.049,0.066,0.268,0.126,0.172,0.26,4.236
2012-10-17 20:00:00,0.642,0.175,0.17,1.072,0.483,0.047,0.082,0.424,0.134,0.171,0.186,3.586
2012-10-17 20:30:00,1.077,0.282,0.155,0.261,0.305,0.049,0.064,0.282,0.127,0.077,0.187,2.865999999999999
2012-10-17 21:00:00,0.323,0.148,0.187,0.197,0.319,0.048,0.074,0.351,0.116,0.069,0.186,2.0180000000000002
2012-10-17 21:30:00,0.271,0.15,0.17,0.201,0.287,0.048,0.075,0.759,0.192,0.054,0.188,2.395
2012-10-17 22:00:00,0.263,0.098,0.137,0.217,0.262,0.048,0.071,0.951,0.146,0.035,0.277,2.5050000000000003
2012-10-17 22:30:00,0.288,0.086,0.135,0.214,0.169,0.048,0.053,0.783,0.139,0.024,0.278,2.2170000000000005
2012-10-17 23:00:00,0.329,0.105,0.137,0.331,0.151,0.048,0.005,0.246,0.051,0.04,0.278,1.721
2012-10-17 23:30:00,0.244,0.081,0.098,0.245,0.166,0.049,0.014,0.22,0.07,0.058,0.275,1.52
2012-10-18 00:00:00,0.216,0.091,0.097,0.308,0.197,0.048,0.012,0.471,0.074,0.054,0.275,1.843
2012-10-18 00:30:00,0.19,0.098,0.095,1.925,0.165,0.049,0.0,0.228,0.063,0.03,0.275,3.118
2012-10-18 01:00:00,0.198,0.086,0.065,1.89,0.235,0.048,0.024,0.373,0.063,0.025,0.274,3.2809999999999997
2012-10-18 01:30:00,0.182,0.085,0.061,1.932,0.185,0.049,0.001,0.325,0.085,0.024,0.26,3.189
2012-10-18 02:00:00,0.194,0.075,0.078,1.9220001,0.174,0.049,0.001,0.208,0.047,0.026,0.246,3.0200001
2012-10-18 02:30:00,0.196,0.108,0.1,1.63,0.119,0.048,0.023,0.174,0.094,0.024,0.245,2.7609999999999997
2012-10-18 03:00:00,0.155,0.092,0.096,0.269,0.077,0.048,0.0,0.125,0.031,0.027,0.244,1.1640000000000001
2012-10-18 03:30:00,0.163,0.075,0.098,0.269,0.076,0.048,0.016,0.13,0.102,0.057,0.243,1.2770000000000001
2012-10-18 04:00:00,0.136,0.071,0.123,0.615,0.138,0.048,0.008,0.158,0.016,0.056,0.243,1.612
2012-10-18 04:30:00,0.115,0.109,0.117,0.153,0.136,0.049,0.008,0.114,0.094,0.04,0.243,1.178
2012-10-18 05:00:00,0.421,0.093,0.073,0.125,0.078,0.048,0.015,0.13,0.05,0.134,0.207,1.3739999999999999
2012-10-18 05:30:00,0.203,0.075,0.069,0.111,0.075,0.048,0.0,0.127,0.181,0.134,0.265,1.2880000000000003
2012-10-18 06:00:00,0.238,0.084,0.219,0.12,0.133,0.048,0.023,0.125,0.204,0.078,0.408,1.68
2012-10-18 06:30:00,0.388,0.275,0.202,0.327,0.217,0.049,0.0,0.126,0.166,0.114,0.378,2.242
2012-10-18 07:00:00,0.281,0.107,0.227,0.129,0.366,0.048,0.092,0.129,0.23,0.11,0.151,1.87
2012-10-18 07:30:00,0.235,0.115,0.138,0.101,0.164,0.048,0.035,0.126,0.117,0.072,0.147,1.298
2012-10-18 08:00:00,0.15,0.541,0.58,0.175,0.112,0.048,0.012,0.123,0.106,0.052,0.147,2.0460000000000003
2012-10-18 08:30:00,0.088,0.323,0.384,0.115,0.155,0.048,0.026,0.144,0.036,0.039,0.147,1.505
2012-10-18 09:00:00,0.064,0.544,0.508,0.147,0.145,0.048,0.001,0.382,0.088,0.039,0.149,2.115
2012-10-18 09:30:00,0.079,0.064,0.065,0.18,0.111,0.049,0.071,1.633,0.054,0.027,0.147,2.4799999999999995
2012-10-18 10:00:00,0.112,0.085,0.061,0.108,0.084,0.049,0.006,0.319,0.167,0.073,0.146,1.21
2012-10-18 10:30:00,0.13,0.099,0.073,0.182,0.097,0.049,0.032,0.358,0.078,0.056,0.147,1.3010000000000002
2012-10-18 11:30:00,0.094,0.078,0.106,0.233,0.119,0.049,0.061,0.163,0.16,0.026,0.145,1.234
2012-10-18 12:00:00,0.139,0.094,0.108,0.897,0.084,0.048,0.012,0.126,0.157,0.024,0.121,1.8100000000000003
2012-10-18 12:30:00,0.153,0.071,0.124,0.618,0.084,0.049,0.013,0.154,0.18,0.025,0.061,1.5319999999999998
2012-10-18 13:00:00,0.121,0.078,0.13,0.92,0.128,0.049,0.016,0.133,0.097,0.023,0.06,1.7550000000000001
2012-10-18 13:30:00,0.311,0.091,0.11,0.316,0.159,0.049,0.006,0.132,0.277,0.024,0.062,1.5370000000000001
2012-10-18 14:00:00,0.207,0.078,0.052,0.238,0.135,0.049,0.017,0.13,0.164,0.055,0.06,1.1849999999999998
2012-10-18 14:30:00,0.146,0.077,0.045,0.199,0.154,0.049,0.005,0.288,0.133,0.055,0.06,1.211
2012-10-18 15:00:00,0.273,0.07,0.085,0.178,0.137,0.048,0.016,0.181,0.197,0.045,0.136,1.366
2012-10-18 15:30:00,0.128,0.098,0.436,0.175,0.085,0.048,0.005,0.173,0.101,0.023,0.151,1.4229999999999998
2012-10-18 16:00:00,0.131,0.083,0.188,0.175,0.118,0.048,0.141,0.134,0.347,0.023,0.15,1.5379999999999998
2012-10-18 16:30:00,0.105,0.064,0.14,0.106,0.221,0.048,0.051,0.134,0.247,0.024,0.148,1.288
2012-10-18 17:00:00,0.259,0.077,0.19,0.224,0.223,0.048,0.071,0.269,0.132,0.024,0.146,1.6629999999999998
2012-10-18 17:30:00,0.522,0.104,0.251,0.195,0.233,0.048,0.069,0.397,0.146,0.055,0.16,2.18
2012-10-18 18:00:00,0.757,0.077,0.437,0.191,0.3,0.049,0.078,0.407,0.084,0.056,0.302,2.738
2012-10-18 18:30:00,0.873,0.298,0.468,0.228,1.283,0.048,0.073,0.455,0.173,0.16,0.447,4.506
2012-10-18 19:00:00,0.896,0.281,0.354,0.878,1.1390001,0.048,0.15,0.375,0.085,0.165,0.955,5.3260001
2012-10-18 19:30:00,1.22,0.167,0.26,2.487,0.457,0.048,0.075,0.417,0.163,0.158,0.25,5.702000000000001
2012-10-18 20:00:00,0.361,0.146,0.4,1.3049999,0.342,0.048,0.07,0.294,0.116,0.266,0.281,3.6289999000000006
2012-10-18 20:30:00,0.309,0.14,0.261,0.226,0.211,0.049,0.075,0.31,0.138,0.077,0.252,2.048
2012-10-18 21:00:00,0.293,0.129,0.251,0.582,0.436,0.048,0.065,0.283,0.137,0.082,0.239,2.5449999999999995
2012-10-18 21:30:00,0.222,0.112,0.409,1.4,0.328,0.048,0.087,0.383,0.165,0.09,0.263,3.5069999999999997
2012-10-18 22:00:00,0.085,0.132,0.214,1.215,0.149,0.048,0.038,0.283,0.191,0.048,0.245,2.648
2012-10-18 22:30:00,0.139,0.141,0.215,0.212,0.108,0.048,0.019,0.258,0.079,0.027,0.236,1.482
2012-10-18 23:00:00,0.328,0.107,0.162,0.233,0.135,0.049,0.0,0.311,0.063,0.025,0.237,1.65
2012-10-18 23:30:00,0.205,0.096,0.06,0.368,0.139,0.048,0.023,0.626,0.075,0.026,0.236,1.902
2012-10-19 00:00:00,0.129,0.065,0.103,0.657,0.08,0.049,0.002,0.222,0.054,0.026,0.234,1.621
2012-10-19 00:30:00,0.118,0.092,0.124,1.77,0.076,0.048,0.005,0.309,0.127,0.049,0.235,2.9530000000000003
2012-10-19 01:00:00,0.134,0.095,0.108,1.773,0.116,0.049,0.02,0.373,0.099,0.058,0.235,3.06
2012-10-19 01:30:00,0.133,0.07,0.108,1.791,0.138,0.049,0.0,0.344,0.123,0.056,0.21,3.0220000000000002
2012-10-19 02:00:00,0.167,0.074,0.106,1.693,0.164,0.049,0.023,0.38,0.064,0.029,0.121,2.87
2012-10-19 02:30:00,0.147,0.101,0.124,1.747,0.117,0.048,0.002,0.171,0.067,0.027,0.146,2.697
2012-10-19 03:00:00,0.111,0.086,0.119,1.132,0.149,0.048,0.007,0.127,0.072,0.025,0.119,1.9949999999999999
2012-10-19 03:30:00,0.113,0.065,0.051,0.14,0.138,0.048,0.017,0.127,0.061,0.026,0.119,0.905
2012-10-19 04:00:00,0.128,0.064,0.045,0.092,0.096,0.048,0.0,0.126,0.073,0.025,0.138,0.835
2012-10-19 04:30:00,0.151,0.123,0.103,0.152,0.075,0.048,0.024,0.154,0.059,0.035,0.21,1.1340000000000001
2012-10-19 05:00:00,0.487,0.158,0.109,0.113,0.075,0.048,0.0,0.136,0.069,0.06,0.211,1.466
2012-10-19 05:30:00,0.285,0.095,0.17,0.13,0.138,0.048,0.009,0.132,0.172,0.089,0.222,1.49
2012-10-19 06:00:00,0.309,0.139,0.427,0.076,0.199,0.048,0.017,0.127,0.19,0.045,0.691,2.268
2012-10-19 06:30:00,0.457,0.117,0.201,0.151,0.281,0.049,0.1,0.127,0.198,0.039,0.437,2.157
2012-10-19 07:00:00,0.273,0.065,0.149,1.1210001,0.279,0.048,0.02,0.128,0.157,0.039,0.16,2.4390001000000003
2012-10-19 07:30:00,0.21,0.076,0.154,0.105,0.417,0.049,0.017,0.124,0.086,0.162,0.147,1.547
2012-10-19 08:00:00,0.182,0.101,0.105,0.1,0.181,0.048,0.024,0.137,0.059,0.11,0.148,1.195
2012-10-19 08:30:00,0.154,0.091,0.185,0.132,0.149,0.049,0.0,0.166,0.076,0.092,0.146,1.24
2012-10-19 09:00:00,0.074,0.076,0.151,0.267,0.152,0.048,0.086,1.574,0.04,0.117,0.147,2.7319999999999998
2012-10-19 09:30:00,0.074,0.068,0.11,0.148,0.137,0.048,0.006,1.2130001,0.096,0.136,0.091,2.1270001000000005
2012-10-19 10:00:00,0.092,0.092,0.315,0.093,0.08,0.048,0.023,0.264,0.022,0.075,0.101,1.205
2012-10-19 10:30:00,0.108,0.068,0.194,0.248,0.075,0.048,0.0,0.191,0.104,0.085,0.066,1.187
2012-10-19 11:00:00,0.129,0.059,0.155,0.198,0.093,0.049,0.022,0.159,0.024,0.058,0.061,1.007
2012-10-19 11:30:00,0.077,0.077,0.262,0.144,0.142,0.048,0.002,0.152,0.095,0.083,0.063,1.145
2012-10-19 12:00:00,0.123,0.102,0.139,0.133,0.119,0.048,0.02,0.16,0.155,0.097,0.082,1.1780000000000002
2012-10-19 12:30:00,0.144,0.077,0.128,0.153,0.077,0.049,0.001,0.155,0.138,0.089,0.153,1.1640000000000001
2012-10-19 13:00:00,0.45,0.065,0.206,0.119,0.076,0.049,0.021,0.175,0.115,0.065,0.155,1.496
2012-10-19 13:30:00,0.25,0.094,0.117,0.112,0.112,0.048,0.0,0.139,0.148,0.064,0.155,1.239
2012-10-19 14:00:00,0.25,0.086,0.141,0.124,0.137,0.049,0.023,0.151,0.104,0.061,0.152,1.2779999999999998
2012-10-19 14:30:00,0.206,0.067,0.219,1.0650001,0.118,0.049,0.0,0.16,0.218,0.057,0.151,2.3100001
2012-10-19 15:00:00,0.117,0.075,0.141,1.0089999,0.075,0.048,0.137,0.219,0.116,0.087,0.149,2.1729999
2012-10-19 15:30:00,0.308,0.097,0.129,0.796,0.123,0.048,0.104,0.193,0.567,0.088,0.148,2.6010000000000004
2012-10-19 16:00:00,0.271,0.071,0.113,0.473,0.402,0.048,0.079,0.212,0.745,0.106,0.15,2.67
2012-10-19 16:30:00,0.358,0.06,0.093,0.531,0.529,0.048,0.073,0.218,0.117,0.18,0.148,2.3550000000000004
2012-10-19 17:00:00,0.291,0.208,0.097,0.256,0.308,0.047,0.078,0.361,0.164,0.185,0.146,2.141
2012-10-19 17:30:00,0.322,0.175,0.122,0.737,0.236,0.049,0.084,0.39,0.121,0.141,0.146,2.5229999999999997
2012-10-19 18:00:00,0.449,0.154,0.093,1.391,0.245,0.048,0.071,0.423,0.145,0.141,0.257,3.417
2012-10-19 18:30:00,0.716,1.146,0.033,0.287,0.299,0.048,0.081,0.414,0.089,0.148,0.605,3.866
2012-10-19 19:00:00,0.51,0.347,0.045,0.265,0.428,0.048,0.131,0.46,0.15,0.182,0.29,2.856
2012-10-19 19:30:00,0.239,0.172,0.104,0.273,0.548,0.049,0.084,0.483,0.098,0.187,0.292,2.529
2012-10-19 20:00:00,0.324,0.152,0.097,0.228,0.591,0.048,0.059,0.306,0.126,0.221,0.29,2.442
2012-10-19 20:30:00,1.02,0.243,0.118,0.179,0.474,0.049,0.086,0.274,0.131,0.144,0.274,2.992
2012-10-19 21:00:00,0.852,0.14,0.12,0.215,0.278,0.048,0.063,0.295,0.094,0.065,0.272,2.442
2012-10-19 21:30:00,0.81,0.164,0.273,0.255,0.284,0.048,0.094,0.273,0.171,0.068,0.274,2.714
2012-10-19 22:00:00,0.56,0.15,0.175,0.225,0.222,0.049,0.058,0.264,0.109,0.03,0.272,2.114
2012-10-19 22:30:00,0.805,0.149,0.143,0.201,0.169,0.048,0.0,0.238,0.11,0.025,0.273,2.161
2012-10-19 23:00:00,0.276,0.118,0.138,0.195,0.14,0.048,0.023,0.267,0.08,0.024,0.274,1.5830000000000002
2012-10-19 23:30:00,0.258,0.114,0.189,0.153,0.374,0.048,0.004,0.239,0.078,0.056,0.244,1.7570000000000001
2012-10-20 00:00:00,0.434,0.097,0.323,0.201,0.268,0.049,0.005,0.475,0.034,0.061,0.205,2.152
2012-10-20 00:30:00,0.18,0.087,0.241,1.808,0.132,0.048,0.021,0.403,0.066,0.066,0.242,3.2939999999999996
2012-10-20 01:00:00,0.24,0.102,0.102,1.771,0.09,0.048,0.0,0.244,0.061,0.044,0.188,2.89
2012-10-20 01:30:00,0.193,0.072,0.102,1.773,0.117,0.049,0.024,0.346,0.057,0.024,0.189,2.946
2012-10-20 02:00:00,0.143,0.11,0.097,1.8279999,0.148,0.049,0.002,0.335,0.066,0.025,0.167,2.9699999
2012-10-20 02:30:00,0.175,0.091,0.065,1.8049999,0.151,0.048,0.009,0.209,0.071,0.024,0.244,2.8919999
2012-10-20 03:00:00,0.138,0.084,0.062,2.0209999,0.16,0.049,0.016,0.158,0.059,0.026,0.301,3.0739999
2012-10-20 03:30:00,0.117,0.086,0.076,0.525,0.173,0.048,0.0,0.136,0.053,0.024,0.27,1.508
2012-10-20 04:00:00,0.125,0.071,0.122,0.169,0.203,0.048,0.024,0.129,0.057,0.052,0.239,1.2389999999999999
2012-10-20 04:30:00,0.133,0.101,0.103,0.355,0.192,0.047,0.0,0.13,0.064,0.057,0.237,1.419
2012-10-20 05:00:00,0.162,0.121,0.096,0.205,0.083,0.048,0.022,0.153,0.058,0.052,0.237,1.237
2012-10-20 05:30:00,0.115,0.154,0.129,0.413,0.083,0.048,0.001,0.152,0.098,0.063,0.236,1.4920000000000002
2012-10-20 06:00:00,0.117,0.101,0.162,0.167,0.104,0.048,0.014,0.132,0.104,0.046,0.235,1.23
2012-10-20 06:30:00,0.189,0.085,0.11,0.381,0.15,0.048,0.01,0.133,0.115,0.129,0.214,1.564
2012-10-20 07:00:00,0.757,0.076,0.07,0.188,0.178,0.049,0.097,0.135,0.215,0.087,0.218,2.07
2012-10-20 07:30:00,0.328,0.079,0.137,0.639,0.253,0.048,0.023,0.132,0.196,0.043,0.235,2.113
2012-10-20 08:00:00,0.432,0.095,0.302,0.454,0.27,0.048,0.009,0.128,0.463,0.074,0.253,2.528
2012-10-20 08:30:00,0.39,0.201,0.796,0.384,0.26,0.048,0.032,0.129,0.077,0.198,0.182,2.697
2012-10-20 09:00:00,0.366,0.118,1.424,0.712,0.228,0.048,0.0,0.363,0.036,0.064,0.181,3.5400000000000005
2012-10-20 09:30:00,0.812,0.101,1.08,0.554,0.234,0.049,0.075,0.557,0.066,0.047,0.18,3.7550000000000003
2012-10-20 10:00:00,0.389,0.172,0.192,0.167,0.558,0.047,0.022,2.1930001,0.11,0.038,0.206,4.0940001
2012-10-20 10:30:00,0.584,0.125,1.227,0.292,0.956,0.048,0.04,0.395,0.111,0.178,0.198,4.154000000000001
2012-10-20 11:00:00,0.271,0.111,0.36,0.251,0.161,0.048,0.005,0.439,0.146,0.041,0.18,2.013
2012-10-20 11:30:00,0.311,0.132,0.424,0.164,0.146,0.049,0.018,0.191,0.146,0.08,0.174,1.835
2012-10-20 12:00:00,0.389,0.118,0.513,0.153,0.155,0.048,0.021,0.195,0.242,0.082,0.176,2.092
2012-10-20 12:30:00,0.279,0.142,0.385,0.16,0.259,0.049,0.0,0.607,0.165,0.068,0.152,2.2660000000000005
2012-10-20 13:00:00,0.152,0.168,0.563,0.173,0.229,0.048,0.033,0.178,0.17,0.103,0.088,1.905
2012-10-20 13:30:00,0.128,0.482,0.142,0.105,0.286,0.048,0.003,0.25,0.146,0.07,0.287,1.9469999999999998
2012-10-20 14:00:00,0.157,0.246,0.035,0.185,0.341,0.049,0.015,0.24,0.131,0.054,0.382,1.835
2012-10-20 14:30:00,0.112,0.163,0.041,0.17,0.296,0.048,0.02,0.215,0.073,0.066,0.145,1.349
2012-10-20 15:00:00,0.107,0.258,0.115,0.186,0.345,0.048,0.0,0.349,0.076,0.09,0.161,1.735
2012-10-20 15:30:00,0.118,0.257,0.151,0.3,0.529,0.048,0.032,0.315,0.194,0.203,0.222,2.3689999999999998
2012-10-20 16:00:00,0.132,0.099,0.123,0.475,0.351,0.048,0.177,0.383,0.129,0.136,0.222,2.275
2012-10-20 16:30:00,0.152,0.33,0.203,0.482,0.244,0.048,0.054,0.397,0.119,0.138,0.221,2.388
2012-10-20 17:00:00,0.273,0.208,0.14,0.968,0.2,0.048,0.095,0.339,0.132,0.139,0.218,2.76
2012-10-20 17:30:00,0.153,0.194,0.408,0.468,0.127,0.048,0.077,0.39,0.117,0.17,0.393,2.545
2012-10-20 18:00:00,0.458,0.169,0.218,0.322,0.128,0.048,0.084,0.326,0.142,0.177,0.364,2.436
2012-10-20 18:30:00,0.302,0.2,0.584,0.214,0.169,0.048,0.087,0.398,0.134,0.173,0.316,2.6249999999999996
2012-10-20 19:00:00,0.845,0.201,0.796,0.438,0.188,0.048,0.094,0.304,0.153,0.174,0.3,3.541
2012-10-20 19:30:00,0.273,1.895,0.618,0.196,0.168,0.048,0.222,0.477,0.096,0.149,0.295,4.437
2012-10-20 20:00:00,0.669,0.337,0.292,0.228,0.154,0.049,0.08,0.325,0.152,0.244,0.281,2.8110000000000004
2012-10-20 20:30:00,0.151,0.793,0.258,0.18,0.629,0.048,0.062,0.358,0.119,0.099,0.277,2.974
2012-10-20 21:00:00,0.262,0.525,0.301,0.226,0.624,0.048,0.089,0.237,0.146,0.07,0.274,2.802
2012-10-20 21:30:00,0.416,0.745,0.248,0.206,0.519,0.049,0.064,0.343,0.104,0.071,0.351,3.116
2012-10-20 22:00:00,0.246,0.232,0.186,0.228,0.204,0.048,0.092,0.311,0.147,0.1,0.301,2.095
2012-10-20 22:30:00,0.289,0.192,0.172,0.184,0.16,0.048,0.047,0.381,0.089,0.078,0.278,1.918
2012-10-20 23:00:00,0.212,0.213,0.134,0.207,0.158,0.049,0.0,0.359,0.09,0.059,0.28,1.7610000000000001
2012-10-20 23:30:00,0.184,0.178,0.201,0.212,0.133,0.048,0.03,0.278,0.057,0.034,0.232,1.587
2012-10-21 00:00:00,0.153,0.181,0.138,0.242,0.088,0.048,0.001,0.487,0.061,0.043,0.233,1.675
2012-10-21 00:30:00,0.165,0.22,0.12,1.7690001,0.095,0.049,0.01,0.226,0.083,0.044,0.233,3.0140001000000005
2012-10-21 01:00:00,0.16,0.183,0.099,1.7539999,0.156,0.048,0.02,0.246,0.053,0.03,0.232,2.9809999
2012-10-21 01:30:00,0.206,0.199,0.094,1.767,0.148,0.049,0.0,0.253,0.085,0.024,0.233,3.0580000000000003
2012-10-21 02:00:00,0.162,0.195,0.096,1.804,0.089,0.049,0.026,0.529,0.06,0.025,0.193,3.228
2012-10-21 02:30:00,0.154,0.245,0.036,1.931,0.087,0.049,0.002,0.228,0.071,0.041,0.172,3.0160000000000005
2012-10-21 03:00:00,0.163,0.221,0.053,1.788,0.106,0.048,0.009,0.148,0.052,0.056,0.134,2.778
2012-10-21 03:30:00,0.165,0.209,0.105,0.826,0.152,0.049,0.019,0.132,0.067,0.056,0.12,1.9
2012-10-21 04:00:00,0.206,0.141,0.109,0.355,0.15,0.049,0.0,0.129,0.059,0.045,0.122,1.3649999999999998
2012-10-21 04:30:00,0.158,0.065,0.096,0.214,0.087,0.048,0.026,0.127,0.073,0.026,0.159,1.079
2012-10-21 05:00:00,0.15,0.103,0.095,0.29,0.09,0.048,0.001,0.126,0.064,0.026,0.188,1.181
2012-10-21 05:30:00,0.166,0.12,0.127,0.238,0.154,0.048,0.01,0.155,0.071,0.066,0.167,1.322
2012-10-21 06:00:00,0.164,0.098,0.131,0.308,0.194,0.048,0.016,0.129,0.115,0.046,0.213,1.4620000000000002
2012-10-21 06:30:00,0.507,0.104,0.059,0.359,0.164,0.048,0.005,0.13,0.203,0.04,0.216,1.835
2012-10-21 07:00:00,0.584,0.08,0.04,0.143,0.145,0.048,0.317,0.128,0.227,0.147,0.225,2.084
2012-10-21 07:30:00,0.23,0.085,0.195,0.608,0.464,0.049,0.013,0.125,0.194,0.091,0.238,2.292
2012-10-21 08:00:00,0.328,0.084,0.103,0.537,0.461,0.048,0.015,0.125,0.699,0.086,0.276,2.7619999999999996
2012-10-21 08:30:00,0.912,0.088,0.22,0.542,0.404,0.047,0.02,0.13,0.043,0.076,0.282,2.7640000000000002
2012-10-21 09:00:00,0.339,0.094,0.148,1.035,0.477,0.048,0.07,0.135,0.106,0.064,0.24,2.7560000000000002
2012-10-21 09:30:00,0.219,0.082,0.119,0.87,0.296,0.047,0.021,0.163,0.048,0.056,0.198,2.119
2012-10-21 10:00:00,0.214,0.088,0.08,0.992,0.142,0.048,0.023,0.359,0.076,0.048,0.217,2.2870000000000004
2012-10-21 10:30:00,0.691,0.082,0.032,0.798,0.106,0.048,0.003,0.469,0.048,0.035,0.181,2.4930000000000003
2012-10-21 11:00:00,0.472,0.099,0.033,0.407,0.075,0.048,0.023,0.27,0.068,0.077,0.183,1.7550000000000001
2012-10-21 11:30:00,0.426,0.075,0.105,0.361,0.075,0.048,0.001,1.447,0.066,0.132,0.234,2.9699999999999998
2012-10-21 12:00:00,0.313,0.283,0.113,0.205,0.138,0.048,0.021,2.5480001,0.07,0.079,0.19,4.0080001
